first_moment,second_moment,third_moment,tcp_cov,udp_peaks,label
-0.47836366,0.537441394,0.546497839,0.254097761,4,1
-0.523569993,0.520544235,0.549743961,0.246068801,4,1
-0.529139385,0.523472909,0.554177128,0.269601211,4,1
-0.513060296,0.521874333,0.547292163,0.245405729,4,1
-0.466401688,0.549980421,0.558146919,0.23805384,4,1
-0.407000662,0.568940832,0.548677646,0.21609352,4,1
-0.431689805,0.567947629,0.558119973,0.223347207,3,1
-0.472894685,0.546542915,0.55402873,0.246924932,3,1
-0.492597108,0.527515721,0.5472306,0.245400868,3,1
-0.490795008,0.533848097,0.552230951,0.276814079,3,1
-0.452953026,0.53811491,0.538045816,0.254669547,3,1
-0.425501886,0.567452285,0.549552386,0.251129969,4,1
-0.385851059,0.57374526,0.53241155,0.217829496,3,1
-0.335250092,0.624549909,0.556458995,0.21355104,3,1
-0.30689837,0.631543208,0.531631379,0.222842063,3,1
-0.381086456,0.578243995,0.538378083,0.231738529,3,1
-0.383589999,0.575975866,0.538334432,0.255691892,3,1
-0.384774883,0.5755583,0.539052332,0.245238905,4,1
-0.387067157,0.591719716,0.546106722,0.257890836,4,1
-0.362942383,0.594078937,0.535023042,0.217153288,4,1
-0.379513294,0.596861274,0.537704956,0.213274432,4,1
-0.375142876,0.58815295,0.539384537,0.210631928,4,1
-0.416071061,0.573853029,0.555433746,0.221869708,4,1
-0.463361681,0.548837458,0.549781083,0.253785991,3,1
-0.530203643,0.519372936,0.550726956,0.249777046,3,1
-0.524614066,0.524481102,0.553682581,0.26486665,4,1
-0.519187604,0.52220215,0.552412341,0.236469249,3,1
-0.466475847,0.549810583,0.557299529,0.231723088,4,1
-0.428985754,0.560656843,0.5534792,0.209157117,3,1
-0.434508375,0.56489314,0.556235542,0.209843703,3,1
-0.453219742,0.553002785,0.554228457,0.237046578,2,1
-0.459828174,0.542482095,0.549235111,0.240206894,2,1
-0.446751457,0.553720584,0.548930043,0.259891278,3,1
-0.415637956,0.561394595,0.534336781,0.236307387,3,1
-0.414342503,0.573621948,0.53674453,0.249162448,4,1
-0.38221676,0.580756998,0.520675362,0.227542813,3,1
-0.370853717,0.602182668,0.538149146,0.220240694,4,1
-0.428644246,0.55800785,0.541658265,0.225938493,3,1
-0.466633461,0.537999542,0.548873148,0.230486334,3,1
-0.475616958,0.533281614,0.548067581,0.257833143,4,1
-0.482114583,0.531250747,0.549771193,0.241306274,4,1
-0.478610889,0.539026455,0.551633864,0.255191541,5,1
-0.471134169,0.533903226,0.54682874,0.235511129,4,1
-0.421061499,0.571058769,0.553858156,0.22698498,5,1
-0.316968477,0.628357306,0.552660713,0.212161298,4,1
-0.350281687,0.614287552,0.56148237,0.21591056,4,1
-0.39376146,0.594364975,0.561620288,0.24791878,3,1
-0.519132163,0.522456402,0.55497291,0.252335823,3,1
-0.507417625,0.529444827,0.552787804,0.271780247,4,1
-0.523353971,0.522274939,0.556008859,0.25128606,3,1
-0.440215762,0.56678706,0.56321548,0.249637446,4,1
-0.430602642,0.561412244,0.564707761,0.221031424,3,1
-0.377133772,0.598305417,0.565596187,0.217460173,3,1
-0.415931711,0.569054072,0.560951299,0.235983979,2,1
-0.372398622,0.58535236,0.549741177,0.243214875,2,1
-0.356465349,0.605195921,0.547936113,0.265650397,3,1
-0.336874731,0.613966614,0.534189963,0.24038497,3,1
-0.318012429,0.641027031,0.529923877,0.248344286,4,1
-0.298125644,0.64385841,0.5185727,0.22072779,3,1
-0.347067291,0.619422602,0.538977023,0.213294203,4,1
-0.427231345,0.559034043,0.543160565,0.214638043,3,1
-0.465931213,0.542175758,0.554468977,0.220026915,3,1
-0.490885254,0.530010606,0.551466487,0.245097686,4,1
-0.518204446,0.522355574,0.555313178,0.232294086,4,1
-0.505927599,0.529135166,0.553900315,0.244588534,4,1
-0.508209928,0.52440928,0.555198657,0.223018066,4,1
-0.445182051,0.55980941,0.559238428,0.216164028,4,1
-0.407568359,0.572259592,0.554834885,0.201773674,4,1
-0.423792866,0.57169875,0.558006036,0.207494803,4,1
-0.47322426,0.546464741,0.555136315,0.238437431,3,1
-0.515246364,0.521301063,0.553776572,0.24215524,3,1
-0.506552041,0.528824493,0.554288744,0.265875684,3,1
-0.497384839,0.526801653,0.55398019,0.244355003,3,1
-0.456810834,0.551335688,0.553895006,0.246048662,4,1
-0.426515839,0.56003339,0.549605596,0.220805819,3,1
-0.415226348,0.573591305,0.549260257,0.213933757,3,1
-0.352700614,0.610747343,0.548330528,0.233440547,2,1
-0.3711392,0.596969885,0.553443698,0.241210325,2,1
-0.351085725,0.61171629,0.554216549,0.258382919,3,1
-0.343870822,0.61559443,0.549543248,0.240091219,3,1
-0.280265108,0.667933783,0.530809002,0.239483774,4,1
-0.29500771,0.647430759,0.548733423,0.216031437,3,1
-0.374559055,0.599946556,0.548576619,0.207768936,4,1
-0.413659872,0.566490795,0.538712323,0.206354854,3,1
-0.461234996,0.548035758,0.552917841,0.218900689,3,1
-0.478548558,0.539178556,0.550931693,0.246908606,4,1
-0.525880564,0.521238526,0.554429606,0.233210649,4,1
-0.525878504,0.524196547,0.553594278,0.260196482,4,1
-0.519338648,0.521284566,0.551766901,0.235720925,4,1
-0.478186299,0.543620913,0.556313165,0.231588772,4,1
-0.427210773,0.563443248,0.551485704,0.219836563,4,1
-0.440898934,0.562971556,0.558759936,0.222542896,3,1
-0.462566396,0.552069064,0.556501784,0.249954799,3,1
-0.509523694,0.525828532,0.553625235,0.252610157,3,1
-0.491371641,0.534288604,0.553733112,0.273933744,3,1
-0.480866341,0.532641916,0.552175953,0.258798898,3,1
-0.460316463,0.547553849,0.549211753,0.270241415,4,1
-0.422132736,0.56233342,0.542670417,0.238394635,3,1
-0.405573179,0.580240047,0.550971958,0.234867841,3,1
-0.330559812,0.619478605,0.551466604,0.241056161,3,1
-0.429282218,0.55473008,0.539069913,0.244643619,3,1
-0.432332866,0.552233147,0.538745595,0.272794516,4,1
-0.424154243,0.555380394,0.536091348,0.25364865,4,1
-0.435102878,0.562351784,0.550935941,0.257759469,4,1
-0.404510177,0.565414928,0.530184625,0.232754538,4,1
-0.366122202,0.603319315,0.546653707,0.220345619,4,1
-0.286927368,0.637358074,0.525290119,0.200335488,4,1
-0.349076888,0.61063398,0.555686669,0.211069215,4,1
-0.405230823,0.577310972,0.548371313,0.239021241,3,1
-0.507236503,0.5212599,0.54456442,0.24073979,3,1
-0.530313697,0.523388876,0.553338098,0.266883627,4,1
-0.508338151,0.521325826,0.545570276,0.236362383,3,1
-0.512154912,0.528771675,0.5546441,0.24510647,4,1
-0.425171115,0.567360368,0.550619911,0.226599515,3,1
-0.438735434,0.565000213,0.561695708,0.22791025,3,1
-0.374507311,0.599614203,0.562592602,0.249404398,2,1
-0.436870309,0.566606836,0.571213522,0.257797804,2,1
-0.400075232,0.586088585,0.572791135,0.283787578,3,1
-0.39624113,0.581473842,0.582937409,0.26517115,3,1
-0.332834504,0.624339127,0.564379948,0.278053495,4,1
-0.345970293,0.608972491,0.57531829,0.248374209,3,1
-0.436209943,0.56139798,0.550887982,0.242084773,4,1
-0.391206767,0.576320656,0.537657044,0.238892817,3,1
-0.463963287,0.536175882,0.542414687,0.245050953,3,1
-0.472635318,0.530824265,0.539670499,0.275110361,4,1
-0.483573208,0.527750452,0.542099018,0.261877773,4,1
-0.49753634,0.532769845,0.553485351,0.275491273,5,1
-0.468076436,0.531860251,0.539184197,0.248029956,4,1
-0.443976995,0.557588161,0.553475226,0.240501829,5,1
-0.354881876,0.596194289,0.537848163,0.217466741,4,1
-0.4075339,0.579484118,0.556957923,0.223885998,4,1
-0.451581905,0.558610469,0.553835545,0.251667434,3,1
-0.518013662,0.519466216,0.548772956,0.252796436,3,1
-0.51707681,0.526326852,0.554605863,0.265864468,4,1
-0.509540475,0.522362066,0.551070719,0.238959823,3,1
-0.495463417,0.534358654,0.554607715,0.24643851,4,1
-0.425999943,0.565343309,0.551924554,0.217444081,3,1
-0.403565993,0.581205917,0.555809788,0.216504745,3,1
-0.377939056,0.594412995,0.555298281,0.235763155,2,1
-0.417986372,0.568133274,0.559147225,0.245161735,2,1
-0.396680725,0.583850425,0.557205497,0.269264106,3,1
-0.380473863,0.589098761,0.55079234,0.249243459,3,1
-0.336175338,0.626090151,0.53543246,0.25712215,4,1
-0.339670484,0.615120934,0.538411547,0.235889984,3,1
-0.394957087,0.585973676,0.550030859,0.227063122,4,1
-0.407434979,0.566811855,0.53560086,0.220389601,3,1
-0.466771738,0.53944993,0.549530079,0.227864302,3,1
-0.488235517,0.528349799,0.545079308,0.256034328,4,1
-0.515519076,0.520001015,0.549042715,0.242984712,4,1
-0.52258698,0.524466528,0.554492055,0.260745308,4,1
-0.500431396,0.523020862,0.547077327,0.234524307,4,1
-0.478172134,0.541405891,0.554873586,0.229052348,4,1
-0.41076801,0.5669212,0.544704158,0.213849795,4,1
-0.445472085,0.560479451,0.557933177,0.222446791,4,1
-0.466677916,0.549783508,0.556075613,0.246737518,3,1
-0.499296071,0.527202137,0.552303469,0.244094537,3,1
-0.489715209,0.534670196,0.55329378,0.268348549,4,1
-0.471790884,0.535092481,0.547642241,0.24455296,3,1
-0.416521714,0.574170353,0.555506117,0.240413751,4,1
-0.391879384,0.574675345,0.547070534,0.21152306,3,1
-0.35140909,0.614990769,0.554931091,0.206555253,3,1
-0.310994159,0.625479542,0.544711461,0.219087893,2,1
-0.318043304,0.614363845,0.539376528,0.223328395,3,1
-0.318805349,0.613397882,0.53938622,0.24761674,3,1
-0.297691892,0.622251093,0.521565539,0.2341004,4,1
-0.303062546,0.648170219,0.535822824,0.248187294,4,1
-0.266064217,0.649200427,0.502480696,0.216255024,4,1
-0.342382961,0.620429821,0.538698619,0.210203553,4,1
-0.382075988,0.574759559,0.522117089,0.21009675,4,1
-0.426286221,0.558759006,0.542734725,0.21897433,3,1
-0.447341325,0.543542423,0.536447879,0.246580569,4,1
-0.505094597,0.521128116,0.543260901,0.246271106,4,1
-0.527738349,0.524012161,0.553296028,0.269710478,4,1
-0.504873025,0.521904444,0.544908962,0.240745255,4,1
-0.477269347,0.544111184,0.557170132,0.236411756,4,1
-0.426484803,0.555638338,0.546956188,0.211201328,4,1
-0.461915606,0.552208705,0.556165893,0.213618547,3,1
-0.498509809,0.533983817,0.551766788,0.23810603,3,1
-0.491669109,0.523245479,0.542454658,0.241985265,3,1
-0.495862744,0.531684956,0.551956724,0.271037425,3,1
-0.460987039,0.533938167,0.538631005,0.250120256,3,1
-0.456605005,0.549664033,0.549142948,0.252828505,4,1
-0.401176855,0.565663417,0.529481498,0.221903009,3,1
-0.39074817,0.589199977,0.544634936,0.216290505,3,1
-0.404713852,0.576953509,0.556917594,0.23321329,3,1
-0.450335738,0.555547695,0.568541637,0.245630842,3,1
-0.445172029,0.55822904,0.56948008,0.275731803,4,1
-0.444173271,0.558394789,0.569554092,0.263737919,4,1
-0.382255732,0.591278392,0.552793765,0.272307527,4,1
-0.414172286,0.573214731,0.576390236,0.242815278,4,1
-0.397770652,0.583853249,0.550496534,0.235478035,4,1
-0.39169674,0.586824136,0.557711408,0.230802914,4,1
-0.410535911,0.578865747,0.558618844,0.236132193,4,1
-0.47253877,0.550280655,0.55532183,0.268036483,3,1
-0.541810201,0.52239623,0.553845789,0.257802115,3,1
-0.511825373,0.528616279,0.548882845,0.273522268,4,1
-0.529609633,0.524322289,0.556193619,0.246182092,3,1
-0.419832036,0.579314307,0.564477495,0.236825162,4,1
-0.43121759,0.564010894,0.566491171,0.216973899,3,1
-0.411467179,0.5813007,0.562767048,0.21189956,3,1
-0.491117731,0.534764855,0.553510989,0.23705093,2,1
-0.440645578,0.545363644,0.538378211,0.241963392,2,1
-0.436781182,0.557675166,0.54535616,0.264997026,3,1
-0.403601303,0.565703629,0.52614003,0.242325646,3,1
-0.407271561,0.578371391,0.538174213,0.250742167,4,1
-0.359759403,0.59390586,0.512829077,0.222742269,3,1
-0.378223218,0.596104412,0.542202428,0.217548499,4,1
-0.402776853,0.567042662,0.532178464,0.223077983,3,1
-0.444032765,0.543205263,0.536737034,0.226796086,3,1
-0.445439828,0.541905588,0.536513627,0.255604164,4,1
-0.459632072,0.536161854,0.540481172,0.23792335,4,1
-0.478506232,0.539140095,0.551438164,0.266984102,5,1
-0.444717823,0.538206153,0.533320594,0.241743146,4,1
-0.392447263,0.58482883,0.556657985,0.231537055,5,1
-0.291594721,0.626265316,0.533577244,0.218348027,4,1
-0.337702295,0.617871988,0.556491036,0.2306017,4,1
-0.395211669,0.585442083,0.550829644,0.260696397,3,1
-0.503795937,0.522342019,0.542244425,0.265177666,3,1
-0.522905787,0.525104243,0.554306659,0.284285552,4,1
-0.510791336,0.521546129,0.547669966,0.262012612,3,1
-0.473043521,0.547714903,0.558828044,0.25971452,4,1
-0.424925141,0.561051647,0.554057967,0.213420877,3,1
-0.402865529,0.582042726,0.55638353,0.216035329,3,1
-0.401479617,0.577654185,0.561210359,0.235808544,2,1
-0.376756659,0.583923115,0.551185596,0.239114898,2,1
-0.361935847,0.600458741,0.548947324,0.257912179,3,1
-0.341351128,0.6092932,0.534175638,0.230392382,3,1
-0.333523567,0.630061805,0.529439783,0.240821207,4,1
-0.31167164,0.630099181,0.51382585,0.216172916,3,1
-0.277759227,0.672645721,0.523709232,0.2117793,4,1
-0.406250068,0.576102303,0.566880814,0.219630956,3,1
-0.433932316,0.566177491,0.572207467,0.22894671,3,1
-0.495689267,0.534617206,0.558603938,0.254246632,4,1
-0.510620039,0.531248064,0.557945448,0.245586473,4,1
-0.471341695,0.540445317,0.545805205,0.259773309,4,1
-0.507548713,0.531282094,0.558873886,0.241093348,4,1
-0.421345952,0.569590593,0.553306766,0.238271696,4,1
-0.408534603,0.579084174,0.560502113,0.226698697,4,1
-0.398920097,0.58058663,0.553217343,0.233257766,4,1
-0.452760514,0.556201154,0.555901299,0.25477037,3,1
-0.514669769,0.529993546,0.556863329,0.254216766,3,1
-0.460595036,0.545566909,0.545842016,0.269382218,3,1
-0.485277293,0.540432542,0.562516931,0.24796695,3,1
-0.394917838,0.581733143,0.551544239,0.250595206,4,1
-0.425805713,0.568445956,0.569832023,0.223983272,3,1
-0.383668924,0.591717024,0.554923855,0.219092836,3,1
-0.420120566,0.567757251,0.550881767,0.228787997,3,1
-0.385819685,0.583976069,0.542909547,0.233040229,3,1
-0.381872151,0.587564395,0.542026139,0.256740133,3,1
-0.369749584,0.592933455,0.534973735,0.2413341,4,1
-0.363353218,0.607585858,0.537124961,0.248978483,4,1
-0.330893291,0.619117304,0.518142897,0.22541366,4,1
-0.358477796,0.610287849,0.547834883,0.217632979,4,1
-0.388625932,0.577715488,0.534084298,0.21077667,4,1
-0.435793107,0.558679697,0.551700771,0.219547911,3,1
-0.472220403,0.538868751,0.545202006,0.244222276,3,1
-0.510767965,0.521466264,0.547785453,0.231890026,4,1
